Name,Summary,naruto,smackdown,tekken,snk,kombat,wwe,fighter,wrestling,fighters,fighting
Teenage Mutant Ninja Turtles: Tournament Fighters,"no street fighter has ever seen fighters or fighting like this!trash the surf board and heave the 'sea. it's a whole new breed of turtles and they're fixated on fighting. we're dead serious. tournament fighters takes dude-on-dude demolition to new heights of intensity with 4 modes of pain producing battles (story, 2-player, tournament and practice), deadly warriors, secret arenas, astounding graphics and sound effects that'll make you cringe.11 brutal opponents11 awesome battlegrounds.clash with krang-created clones of the turtles, casey jones, april o'neil, ray filet and sisyphus, plus bosses triceraton, krang's android and karai. there's flying body presses, knee drops, head butts, rocket punches, elbow smashes, somersault throws, you'll feel and inflict them all. and the settings include magma ocean planet, jungle planet and every other bizarre corner of dimension x.alter your fighting style to ensure survival.any given fighter starts out with equally balanced speed and attacking skill. but tournament fighters' exclusive fighting profile adjustment lets you create different combinations of speed and power. and that's on top of the fighter's many special attack techniques and dreaded ultra-desperation attack move.repeat this punishment with instant replaysometimes the bodily abuse is so fast and so furious you'll want to watch it unfold all over again. engage the instant replay and shriek with delight as you re-live the action. you may even discover an undocumented new move you missed the first time!for 1 or 2 street hardened warriors.
 
source: back of the game's box. ",0,0,0,0,0,0,2,0,2,3
Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!, ,0,0,0,0,0,0,0,0,0,0
Bleach: Blade Battlers 2nd, ,0,0,0,0,0,0,0,0,0,0
Zero Divide,"the first game in the zero divide series, this is a 3-d fighting game featuring robots. a neat feature is that if your character gets knocked out of the ring, you can prevent him/her from falling out by hanging on to the edge of the ring.  ",0,0,0,0,0,0,0,0,0,1
The King of Fighters '96, ,0,0,0,0,0,0,0,0,0,0
WWF Wrestlemania: The Arcade Game, ,0,0,0,0,0,0,0,0,0,0
Kamen Rider: Climax Heroes Fourze, ,0,0,0,0,0,0,0,0,0,0
Bleach: Blade Battlers, ,0,0,0,0,0,0,0,0,0,0
Samurai Deeper Kyo,"samurai deeper kyo is a 2d fighting game, published by bandai,  which was released in japan in 2002. ",0,0,0,0,0,0,0,0,0,1
Fatal Fury: Wild Ambition,"a long-standing vendetta culminates with excitement in fatal fury: wild ambition. with vindictive rage, one fighter searches for truth and redemption against the ruthless crime lord who murdered his father. fists fly, teeth fall, and pain resounds when you wipe the floor with some of the toughest fighters ever to stand in your way. ",0,0,0,0,0,0,1,0,1,0
Lucha Libre AAA: Heroes del Ring, ,0,0,0,0,0,0,0,0,0,0
Fate/Unlimited Codes Portable, ,0,0,0,0,0,0,0,0,0,0
Mortal Kombat X, ,0,0,0,0,0,0,0,0,0,0
Kamen Rider: Dragon Knight,"based on the new thecw4kids live action tv series, the kamen rider: dragon knight videogame is an intense action packed hero game where players will have the opportunity to experience the exciting kamen rider adventure firsthand. players will be able to play as all 13 kamen riders, each with their own unique advent cards and special abilities in multiple game modes allowing the players to battle head-to-head or fight legions of enemies as they explore ventara and stop the menacing plot of general xaviax. ",0,0,0,0,0,0,0,0,0,0
Nitroplus Blasterz: Heroines Infinite Duel, ,0,0,0,0,0,0,0,0,0,0
TNA iMPACT: Cross the Line,feel the impact anywhere you go as tna wrestling comes to portable game platforms with tna impact! cross the line. ,0,0,0,0,0,0,0,1,0,0
TV Anime: Fairy Tale Gekitou! Madoushi Kessen, ,0,0,0,0,0,0,0,0,0,0
Saint Seiya: Soldiers' Soul, ,0,0,0,0,0,0,0,0,0,0
Sengoku Basara X, ,0,0,0,0,0,0,0,0,0,0
My Hero Academia: Battle for All, ,0,0,0,0,0,0,0,0,0,0
Rave Master, ,0,0,0,0,0,0,0,0,0,0
Kinnikuman Muscle Grand Prix Max, ,0,0,0,0,0,0,0,0,0,0
Arcana Heart 3, ,0,0,0,0,0,0,0,0,0,0
Dual Heroes,virtual gamers challenge you in a hot battle! train your own robot! cool heroes battle it out using combo attacks in 3d space. exciting battles against cpu gamers with personality. train your robot and have it fight in the auto-battle. give it all you've got to win a medal! ,0,0,0,0,0,0,0,0,0,0
Fighter Destiny 2,"enter the arena and do battle with the toughest, most skilled martial arts experts on the planet. as one of the international fighting elite, you'll vie to become the true authority of hand-to-hand combat. your destiny awaits. defeat any of your 11 opponents and gain their abilities. launch 5 different modes of attack, from training to record attack. adjust scoring, ring sizes and difficulty settings. compete in points-based martial arts tournaments. force your opponent to relive defeat in instant replay. gain new abilities and skills when you face the master in the fighter's arena. ",0,0,0,0,0,0,0,0,0,1
Guilty Gear Dust Strikers,"
the no holds barred, sci-fi fighting franchise is reborn on the nintendo ds. guilty gear dust strikers features all 21 guilty gear characters from previous versions in a battle that takes place on multiple levels across both ds screens. navigate different types of floors and traps as you battle against the computer or via wireless multi-player connections.

includes all 21 guilty gear x2 #reload characters, including solbadguy, potemkin, may, dizzy and others 
6 modes of play including arcade, story, vs battle and mini games 
customizable robo-ky character with various move sets in rk-factory mode 
master seven touch screen mini-games, including may's dolphin show, venom's billiards, and yo-yo polish, each of which allows you to unlock special robo-ky moves for the rk-factory 
intertwining stories between single player campaigns reveal never before known insights into each character's personality and past 
use swap, tension max, freeze and thunder items to damage an opponent's health during gameplay 
includes franchise favorite moves like psych burst, dust attack and roman cancel   
4-player wireless versus matches where the last person standing wins 

majesco ",0,0,0,0,0,0,0,0,0,1
Hokuto no Ken, ,0,0,0,0,0,0,0,0,0,0
Gakusen Toshi Asterisk Festa: Houka Kenran, ,0,0,0,0,0,0,0,0,0,0
TNA iMPACT: Cross the Line,"feel the impact anywhere you go as tna wrestling comes to portable game platforms with tna impact! cross the line. based on the fastest-growing wrestling franchise, tna impact! cross the line brings all of the non-stop action and awe-inspiring moments of tna to nintendo ds. players can pit themselves against a wide variety of fierce competitors, and experience an array of match styles including one on one, tag team, ultimate x and the all new full metal mayhem. and, exclusively in the nintendo ds version of the game, gamers will see the return to video games of the biggest name in professional wrestling -- hulk hogan. that's right, brother, hulkamania is back, on a mission to redefine wrestling in the ring and on your game system. ",0,0,0,0,0,0,0,4,0,0
Capcom vs. SNK: Millennium Fight 2000 Pro,"capcom vs. snk: millennium fight 2000 pro is a 2d fighting game, developed and published by capcom,  which was released in japan in 2001. ",0,0,0,0,0,0,0,0,0,1
Golden Axe: The Duel,"as the quest for the golden axe reaches its fiery climax, ten armor-clad warriors, old and new, unleash their devastating powers and clash helmets in a ruthless one-on-one death duel! ",0,0,0,0,0,0,0,0,0,0
Punch King, ,0,0,0,0,0,0,0,0,0,0
Kakuto Chojin,"from the burned out warehouses, darkened alleys, and gritty streets of drasuka, kakuto masters gather to prove themselves in the ultimate fight club. enter fist of fire, the brutal underground tournament whose members erupt in savage fury to kick, gouge, and pummel their way to the top. ",0,0,0,0,0,0,0,0,0,0
Black & Bruised,"
to these guys, boxing is no game. it's a matter of survival. nineteen outrageous characters forced to fight their way through grueling over the top slugfests to win the pot or settle a score. play through their intertwining lives as they literally beat each other black and bruised!

19 distinct cartoon-esque characters with colorful personalities, unique stories, custom ai and individual statistics 
21 different fighting arenas with animated backgrounds 
cel-shaded - high quality cartoon shader creates a disney-esque feel and exaggerates gameplay 
18 power-ups add strategy to fast-paced bouts. earn one and use it or save it for a stronger upgraded power-up. armor, autoslip, vamp, fire damage and many more can give you a competitive advantage over your opponent 

majesco ",0,0,0,0,0,0,0,0,0,1
