Name,Summary,casino,singstar,sing,poker,party,guitar,trivia,rock,music,songs
Infinite Stratos 2: Ignition Hearts, ,0,0,0,0,0,0,0,0,0,0
NatGeo Challenge! Wild Life,"mix together a multiplayer quiz based on different engaging questions with the incredible national geographic content and you will have the perfect recipe for fun. natgeo quiz! is the ideal social game to be played with family and friends. you don’t need to be a nature expert as you work your way through images, video and many different question types. the multiplayer quiz is just the tip of the iceberg as you will be able to play other game modes such as quest and stat attacks. ",0,0,0,0,0,0,0,0,0,0
Totally Spies! Totally Party, ,0,0,0,0,0,0,0,0,0,0
Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku, ,0,0,0,0,0,0,0,0,0,0
Brothers Conflict: Passion Pink, ,0,0,0,0,0,0,0,0,0,0
Turbo: Super Stunt Squad, ,0,0,0,0,0,0,0,0,0,0
Niko Puchi Girls Runway, ,0,0,0,0,0,0,0,0,0,0
Touch Shot! Love Application, ,0,0,0,0,0,0,0,0,0,0
Schlag den Raab, ,0,0,0,0,0,0,0,0,0,0
Franklin the Turtle, ,0,0,0,0,0,0,0,0,0,0
Gauntlet / Rampart,"gauntlet / rampart is a compilation game, developed by ec interactive games and published by dsi games,  which was released in 2005. ",0,0,0,0,0,0,0,0,0,0
Bae Yong-joon to Manabu Kankokugo DS,"bae yong-joon to manabu kankokugo ds is an edutainment game, developed and published by d3,  which was released in japan in 2009. ",0,0,0,0,0,0,0,0,0,0
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7, ,0,0,0,0,0,0,0,0,0,0
PriPara All Idol Perfect Stage!, ,0,0,0,0,0,0,0,0,0,0
Tokushu Houdoubu, ,0,0,0,0,0,0,0,0,0,0
My DoItAll,"
the all-in-one, tons-of-fun gizmo!
my doitall is a toy chest jam-packed with mini-games and mini-tools.        stay close with friends by exchanging friend cards, play wicked tricks        using the voice changer and sound effects machine, become a wiz kid with        all its amazing reference tools, and even create your own, unique        miniature you!

 stay in touch with all your friends by sharing friend cards with your          info, or even share your schedule! 
 featuring a cool voice changer that records with the ds microphone,          and the sound effects machine packed with over 30 sounds! 
 create your own “mini-you” character with your personal look and style! 
 customize your game interface by applying different color and sound          schemes 
 have fun playing wireless multiplayer games and custom polls that you          can take with your friends! 
 use reference tools like the calculator or world map so you’ve always          got the right answers! 

nintendo ",0,0,0,0,0,0,0,0,0,0
Little Busters! Converted Edition, ,0,0,0,0,0,0,0,0,0,0
The Girl and the Robot,"the girl and the robot is a third person action/adventure game where you take on the role of a young girl trying to escape from a castle ruled by an evil queen. on her way, the girl meets a mysterious robot that she can control by using a magical pendant. together they encounter many challenges that test the strength of their new found friendship.
source: developer ",0,0,0,0,0,0,0,0,0,0
Juusanshi Engi Engetsu Sangokuden 2, ,0,0,0,0,0,0,0,0,0,0
D.C. III: Da Capo III, ,0,0,0,0,0,0,0,0,0,0
Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue, ,0,0,0,0,0,0,0,0,0,0
Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi, ,0,0,0,0,0,0,0,0,0,0
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2, ,0,0,0,0,0,0,0,0,0,0
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8, ,0,0,0,0,0,0,0,0,0,0
QUIZ PARTY, ,0,0,0,0,0,0,0,0,0,0
Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki, ,0,0,0,0,0,0,0,0,0,0
Kyokugen Dasshutsu ADV: Zennin Shiboudesu, ,0,0,0,0,0,0,0,0,0,0
MAPLUS: Portable Navi 3,"maplus: portable navi 3 is a miscellaneous game, developed and published by edia co.,  which was released in japan in 2009. ",0,0,0,0,0,0,0,0,0,0
Who Wants to be a Millionaire: 2nd Edition,"who wants to be a millionaire: 2nd edition is a trivia / game show game, developed by route 1 games and published by ubisoft,  which was released in europe in 2008. ",0,0,0,0,0,0,1,0,0,0
Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru, ,0,0,0,0,0,0,0,0,0,0
America Oudan Ultra-Quiz,"america oudan ultra quiz is a trivia / game show game, published by victor interactive software,  which was released in japan in 1995. ",0,0,0,0,0,0,1,0,0,0
The Idolmaster: Gravure For You! Vol.7, ,0,0,0,0,0,0,0,0,0,0
Umineko no Naku Koro ni San: Shinjitsu to Gensou no Yasoukyoku, ,0,0,0,0,0,0,0,0,0,0
Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai, ,0,0,0,0,0,0,0,0,0,0
Osomatsu-San: Matsu Matsuri!, ,0,0,0,0,0,0,0,0,0,0
Capcom Digital Collection, ,0,0,0,0,0,0,0,0,0,0
PopCap Hits! Vol 2, ,0,0,0,0,0,0,0,0,0,0
"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni", ,0,0,0,0,0,0,0,0,0,0
Dance Dance Revolution: Hottest Party 5, ,0,0,0,0,0,0,0,0,0,0
Payout Poker & Casino,"play 12 casino favorites in 4 of the world's most exclusive casinos - texas hold'em, omaha, red dog, blackjack, baccarat, roulette, craps, slots, wheel of fortune, and much more.
create your own high rolling winner! - customize your own character with physical features like hair, face and body types as well as a wide variety of clothing and accessories. dominate online against opponents from around the globe in the ultimate multi-player poker experience. three modes of play - single player, party play and multiplayer. accessorize your character on wild casino shopping sprees - spend your winnings on the finest swag at casino boutiques. explore a living casino - unique 3-d interface allows you to roam the casino floor and choose your favorite game.
www.us.playstation.com ",5,0,0,1,1,0,0,0,0,0
TV Total Events, ,0,0,0,0,0,0,0,0,0,0
Prince of Stride, ,0,0,0,0,0,0,0,0,0,0
Urakata Hakuoki, ,0,0,0,0,0,0,0,0,0,0
Strike Witches: Shirogane no Tsubasa, ,0,0,0,0,0,0,0,0,0,0
Board Game: Top Shop,"


this is a game requiring timing, business sense, and a knack for fun!
players scramble to open new stores in malls!
players can “buy out"" a store next to one of their own and build into that new space.



 
agetec



 ",0,0,0,0,0,0,0,0,0,0
Manga-ka Debut Monogatari: Suteki na Manga o Egakou, ,0,0,0,0,0,0,0,0,0,0
Guitar Hero III: Legends of Rock,"pc and mac versions will match their console counterparts with explosive new content and features including a multiplayer action-inspired battle mode, grueling boss battles, a host of exclusive unlockable content and visually stunning rock venues. with more than 70 songs in the set list, and more original master tracks than ever before, players will be able to shred from many of the freshest and hottest artists today, along with many of the most popular rock songs ever recorded. expanded online multiplayer game modes will also allow pc and mac enthusiasts to rip head-to-head against players around the world and across either platform, raising the level of competition for true legendary rock status.  ",0,0,0,0,0,0,0,3,0,2
Pe-Jongju to Manabu Kankokugo DS: Test-Hen,"pe-jongju to manabu kankokugo ds: test-hen is an edutainment game, developed and published by d3,  which was released in japan in 2010. ",0,0,0,0,0,0,0,0,0,0
HatsuKare * Renai Debut Sengen!, ,0,0,0,0,0,0,0,0,0,0
Spirits and Demons: 5 Game Pack, ,0,0,0,0,0,0,0,0,0,0
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable, ,0,0,0,0,0,0,0,0,0,0
Katen no Hana, ,0,0,0,0,0,0,0,0,0,0
Motto! SoniComi, ,0,0,0,0,0,0,0,0,0,0
Zumba Fitness: World Party, ,0,0,0,0,0,0,0,0,0,0
Namco Museum Battle Collection (JP sales), ,0,0,0,0,0,0,0,0,0,0
Minna no Chizu 2, ,0,0,0,0,0,0,0,0,0,0
Interactive Storybook DS Series 3,"your kids may never want to put this title down once they start playing, and for once, you will be okay with that!  by bringing together several timeless classic stories and putting an innovative interactive twist on them, young children will expand their minds and imaginations, as the stories come to life like never before. utilizing the unique features of the nintendo ds, along with several fun and educational mini-games that are linked to the stories, and you got yourself a gift that will lead your loved ones on a path to learning!interactive storybook ds series 3 key features:


classic stories – all the stories within this title offer humor, fun and a moral message that any parent of any culture or generation would appreciate. these stories are timeless and will continue to be passed on from generation after generation, albeit with a positive twist! 
great entry point – aimed at parent’s who are conscious of the plethora of inappropriate content for children, this title aims to give child and parent a great alternative into the world of videogames and allows them to spend quality time together.  
interaction – every page of these stories contain interactive elements that fully utilize the power of the nintendo ds, bringing still animations to life.  
reading-out-loud – every story is read out loud by a professional voice over actress, allowing the parent and child more time to interact with one another. 
mini-games – there are several mini-games within this title that links to the stories. each game has lasting appeal and an educational touch, meaning every moment spent will not be a moment wasted. these games include a coloring book, musical instrument with recording ability, a puzzle game and a free-form drawing book. 


publisher website ",0,0,0,0,0,0,0,0,0,0
Moujuutsukai to Oujisama: Snow Bride Portable, ,0,0,0,0,0,0,0,0,0,0
The Guided Fate: Cross Thesis Awakening, ,0,0,0,0,0,0,0,0,0,0
Monster High 13 Wishes, ,0,0,0,0,0,0,0,0,0,0
Natalie Brooks: Mystery at Hillcrest High, ,0,0,0,0,0,0,0,0,0,0
Uta Kumi 575, ,0,0,0,0,0,0,0,0,0,0
Tropico 4: Modern Times,"
make tropico fit for the 21st century: evolve the island from the cold war era to modern times and even into the future
30 new buildings become available as time progresses, including condos, skyscrapers, organic ranches and biofarms. replace obsolete buildings with these modern and inspiring designs
upgrade old buildings to new variants – modernized apartment buildings, banks, museums and much more
10 new edicts allow even more control over your citizens’ lives. block or limit citizens’ internet use, create a police state or be a “good guy” and launch the festival of love edict
new single player campaign comprised of 12 comprehensive scenario missions. protect tropico from unseen and sinister forces

source: publisher ",0,0,0,0,0,0,0,0,0,0
